QA_text,Category
"##Question: 적격 단체보험 구성 확인서 찾아줘? ##Answer: 적격 단체보험 구성 확인서입니다." ,"장기보험-대인,사람"
"##Question: 비흡연 고지서 찾아줘? ##Answer: 비흡연 고지서입니다.","장기보험-대인,사람"
"##Question: 이륜차 용도 확인서 찾아줘? ##Answer: 이륜차 용도 확인서입니다." ,"장기보험-대인,사람"
"##Question: 홀인원 알바트로스 무사고 확인서 찾아줘? ##Answer: 홀인원 알바트로스 무사고 확인서입니다.","장기보험-대인,사람"
"##Question: 실명확인 오류 경위서 찾아줘? ##Answer: 실명확인 오류 경위서입니다.","장기보험-대인,사람"
"##Question: 살다보면 체크리스트 찾아줘? ##Answer: 살다보면 상품의 위험평가 체크리스트입니다.","장기보험-대인,사람"
"##Question: 무사고 확인서 찾아줘? ##Answer: 무사고 확인서입니다." ,"장기보험-대인,사람"
"##Question: 위험취미의 면책설명 확인서 찾아줘? ##Answer: 위험취미의 면책설명 확인서입니다." ,"장기보험-대인,사람"
"##Question: 연령진사 면제조건 알려줘? ##Answer: 연령진사 면제조건입니다","장기보험-대인,사람"
"##Question: 유병장수플러스 경증상병 완화대상 알려줘? ##Answer: 유병장수 플러스에서 경증상병 완화대상 리스트 입니다","장기보험-대인,사람"
"##Question: 유병자 실손 경증상병 알려줘? ##Answer: 유병자 실손에서 경증상병 완화대상 리스트 입니다","장기보험-대인,사람"
"##Question: 암담보를 고지기반으로 가입할 수 있는 중증질환 알려줘? ##Answer: 암담보를 고지기반으로 가입검토할 수 있는 상병입니다." ,"장기보험-대인,사람"
"##Question: 암담보를 고지기반으로 가입할 수 있는 상품 알려줘? ##Answer: 새시대건강파트너, 건강플러스 입니다","장기보험-대인,사람"
"##Question: 누적 시뮬레이션 버튼 찾아줘? ##Answer: 누적 시뮬레이션은 가입설계 화면 내 버튼을 눌러 사용하실 수 있습니다","장기보험-대인,사람"
"##Question: B형간염 소견서양식 열어줘? ##Answer: B형간염 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 갑상선기능항진증 소견서양식 열어줘? ##Answer: 갑상선기능항진증 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 갑상선암 소견서양식 열어줘? ##Answer: 갑상선암 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 게실질환 소견서양식 열어줘? ##Answer: 게실질환 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 고지혈증 소견서양식 열어줘? ##Answer: 고지혈증 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 고혈압 소견서양식 열어줘? ##Answer: 고혈압 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 골관절염 소견서양식 열어줘? ##Answer: 골관절염 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 골다공증 소견서양식 열어줘? ##Answer: 골다공증 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 급성중이염 소견서양식 열어줘? ##Answer: 급성중이염 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 기흉 소견서양식 열어줘? ##Answer: 기흉 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 난청 소견서양식 열어줘? ##Answer: 난청 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 녹내장 소견서양식 열어줘? ##Answer: 녹내장 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 다태아 소견서양식 열어줘? ##Answer: 다태아 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 담낭용종 소견서양식 열어줘? ##Answer: 담낭용종 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 담석증 소견서양식 열어줘? ##Answer: 담석증 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 대장용종 소견서양식 열어줘? ##Answer: 대장용종 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 백내장 소견서양식 열어줘? ##Answer: 백내장 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 비용종 소견서양식 열어줘? ##Answer: 비용종 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 신장결석 소견서양식 열어줘? ##Answer: 신장결석 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 실명 소견서양식 열어줘? ##Answer: 실명 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 어깨병터 소견서양식 열어줘? ##Answer: 어깨병터 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 위식도역류질환 소견서양식 열어줘? ##Answer: 위식도역류질환 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 위염 소견서양식 열어줘? ##Answer: 위염 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 자궁근종 소견서양식 열어줘? ##Answer: 자궁근종 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 자궁선근종 소견서양식 열어줘? ##Answer: 자궁선근종 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 전립선비대증 소견서양식 열어줘? ##Answer: 전립선비대증 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 전립선염 소견서양식 열어줘? ##Answer: 전립선염 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 탈장 소견서양식 열어줘? ##Answer: 탈장 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 팔목터널증후군 소견서양식 열어줘? ##Answer: 팔목터널증후군 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 폐결핵 소견서양식 열어줘? ##Answer: 폐결핵 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 하지정맥류 소견서양식 열어줘? ##Answer: 하지정맥류 1매형 소견서를 찾았습니다.","장기보험-대인,사람"
"##Question: 불연재료의 정의 알려줘? ##Answer: 불연재료란 불에 타지 아니하는 성질을 가진 재료로 ?석재?기와?철강?알루미늄?유리?시멘트모르타르 및 회, 기타 이와 유사한 불연성의 재료 이며, -한국산업규격(KS)이 정하는 바에 의하여 시험한 결과 불연재료의 성능기준을 충족하는 것이며 , 그 밖에 불연성의 재료로서 국토교통부장관이 인정하는 재료를 말합니다.","장기보험-물건,사물"
"##Question: 난연재료의 정의 알려줘? ##Answer: 난연재료는 불에 잘 타지 않는 재료로 한국산업규격이 정하는 바에 의하여 시험한 결과로 난연 성능기준을 충족하는 것으로 불연재료처럼 타지 않는 성질과는 약간의 차이가 있습니다. 난연재료는 불연재료가 아닙니다. 화재위험도가 더 높은 재료 입니다.","장기보험-물건,사물"
"##Question: 콘크리트조의 정의 알려줘? ##Answer: 콘크리트조란 철근콘크리트조, 철골철근콘크리트조, 철골콘크리트조, 무근콘크리트조, 프리스트레스트콘크리트조, 프리캐스트콘크리트조 및 경량콘크리트조를 말합니다.","장기보험-물건,사물"
"##Question: 철골철근콘크리트조의 정의 알려줘? ##Answer: 철골철근콘크리트조란 철골주변에 철근을 배근하고 콘크리트를 타설한 구조로 화재보험 측면에서 콘크리트조와 같이 판단하면 됩니다.","장기보험-물건,사물"
"##Question: 내화구조의 정의 알려줘? ##Answer: 내화구조란 불에 강하고, 불이 붙었을 때도 모양의 변형이 없고, 무너지지 않는 구조를 말하며 통상 철근콘크리트조, 콘크리트 벽돌, 조적조, 연와조(붉은벽돌) 등을 말합니다.","장기보험-물건,사물"
"##Question: 내화피복한 내화구조의 필요서류 알려줘? ##Answer: 내화피복 내화구조 필요서류는 한국건설기술연구원의 내화구조인정서와 동 벽체의 현장시공증빙서류가 필요하며 참고적으로 방재시험연구원의 난연성 시험성적서는 인정되지 않습니다.","장기보험-물건,사물"
"##Question: 2급 건물의 종류 알려줘? ##Answer: 2급 건물 종류는 지붕을 제외한 기둥과 외벽이 내화구조로 되어야 하며 지붕은 통상 판넬로 구성되며 스레트일 경우 지붕틀이 철골트러스 이어야 합니다.","장기보험-물건,사물"
"##Question: 방화구획의 정의 알려줘? ##Answer: 방화구획이란 구조의 자립성이 있는 벽, 바닥 및 갑종방화문(자동셔터 포함)으로 일정공간을 구획하는 것으로 아래와 같은 조건을 갖추어야 합니다.기본적으로 내화구조이어야 하며, 풍도(환기,냉 난방용의 닥트)가 방화구획을 관통하는 경우에는 관통부에 자동화댐퍼를 설치하여 하며 그 틈을 시멘트몰탈이나 내화충전재로 메워야 합니다.","장기보험-물건,사물"
"##Question: 1급 구조의 정의 알려줘? ##Answer: 1급 구조란 기둥, 보, 바닥, 지붕(틀), 외벽 모두가 내화구조이어야 합니다.","장기보험-물건,사물"
"##Question: 2급 구조의 정의 알려줘? ##Answer: 2급 구조란 기붕, 보, 바닥, 외벽은 내화구조이며 지붕(틀)은 불연재료이어야 합니다.","장기보험-물건,사물"
"##Question: 3급 구조의 정의 알려줘? ##Answer: 3급 구조란 기둥, 보, 바닥, 지붕(틀), 외벽 모두가 불연구조이어야 합니다.","장기보험-물건,사물"
"##Question: 4급 구조의 정의 알려줘? ##Answer: 4급 구조란 기둥, 보, 바닥, 지붕(틀), 외벽 모두가 내화구조, 불연구조 이외의 기타 다른 구조이어야 합니다.","장기보험-물건,사물"
"##Question: 커트월 구조의 정의 알려줘? ##Answer: 커트월 구조란 유니트화된 비내력 벽체로, 고층 오피스텔이나 사무실건물의 외벽에 설치하는 벽체구조를 말하며, 공장이나 창고의 샌드위치 패널로 제작된 벽체는 해당사항이 없습니다. 외벽의 일부또는 전부가 커튼월 구조로서 그 재료가 불연재료(유리,금속판,인조 대리석 등) 인 경우해당면적을 제외하고 급수 판정을 합니다.","장기보험-물건,사물"
"##Question: 외벽 가연재료의 급수 판정 알려줘? ##Answer: 외벽의 일부가 가연재료로 된 건물로서 그 부분이 전체 외벽 면적의 10% 이하인 경우만 그 부분을 제외하고 급수 판정을 합니다. 단, 단위면적 자체가 늘어난 경우는 가연재료로 인정하고 판정합니다.","장기보험-물건,사물"
"##Question: 무벽건물의 급수 판정 알려줘? ##Answer: 무벽건물이란 외벽의 50% 이상이 결여된 건물로 주요 구조부가 내화구조인 것은 1급, 지붕을 제외한 주요 구조부가 불연재료인 경우 2급, 기타의 구조는 4급입니다.","장기보험-물건,사물"
"##Question: 주유소 캐노피의 급수 판정 알려줘? ##Answer: 주유소 캐노피는 무벽건물로 불연재료 또는 내화재료로 건축되었다면 무벽건물 기준에 따라 2급으로 판정합니다. 주유소를 제외한 그 외의 기둥 외벽 지붕을 갖춘 구조는 기본 건물 급수 산정에 기준에 따라 평가합니다.","장기보험-물건,사물"
"##Question: 옥외설비의 정의 알려줘? ##Answer: 옥외설비란 주로 건물 이외에 굴뚝, 기계장치, 저장탱크 등을 일컫습니다.","장기보험-물건,사물"
"##Question: 옥외설비의 급수 판정 알려줘? ##Answer: 옥외설비 및 장치가 전부 내화구조이면 1급, 불연재료로 만들었으면 2급, 그 밖의 가연재료를 사용하면 4급으로 처리합니다.","장기보험-물건,사물"
"##Question: 하나의 건물의 급수 판정 알려줘? ##Answer: 하나의 건물이란 건물의 외벽, 기둥, 보, 지붕(지붕틀 포함)의 어느 한 부분이라도 다른 건물과 이어지지 않고 모두 독립된 건물을 말합니다.①통로로만 사용되는 복도로서 접속되는 건물과 공통의 보, 지붕(지붙틀 포함)을 갖지 않는것 ②달아낸 지붕 ③콘크리트 지붕 옥상에 설치된 건물은 각각 독립된 하나의 건물로 봅니다.","장기보험-물건,사물"
"##Question: 지붕 건물의 급수 판정 알려줘? ##Answer: 지붕 건물이란 건물 전체가 하나의 지붕으로 연결되어 있는 구조이며 달아낸 지붕과는 다른 구조입니다. 해당건물은 전체가 하나의 건물로 판단합니다.","장기보험-물건,사물"
"##Question: 이격 건물의 급수 판정 알려줘? ##Answer: 방화구획이 되어 있는 건물은 각각 급수를 산정하며 조금이라도 이격이 되어 있으면 각각의 건물입니다. 단, 방화구획 구분시 다른 구조도 내화구조이어야 합니다. ","장기보험-물건,사물"
"##Question: 복합구조 건물의 급수 판정 알려줘? ##Answer: 복합구조 건물이 하나의 건물이라고 판정이 되면 열급으로 판정합니다. 장기보험에서는 복합구조로 판정하지 않습니다. 예를 들어 3급, 4급 건물 연결시 4급으로 판정합니다.","장기보험-물건,사물"
"##Question: 3급 건물간 방화 구획의 인정 여부 알려줘? ##Answer: 3급 건물은 내화구조가 아닌 구조로 방화구획을 인정하지 않습니다.","장기보험-물건,사물"
"##Question: 단독주택의 가입업종 알려줘? ##Answer: 주택 공간이 4개층 이하의 건물로 건물 전체를 하나의 등기로 하여야 하며, 건축물대장상 명칭은 단독 주택, 다중주택, 다가구 주택(다세대 제외)인 경우 가입업종은 단독주택을 적용합니다.","장기보험-물건,사물"
"##Question: 연립주택의 가입업종 알려줘? ##Answer: 주택 공간이 4개층 이하의 건물로 건물을 각각 소유자가 개별 등기로 하여야 하며, 건축물대장상 명칭이 연립주택, 다세대주택(다가구 제외)인 경우가입업종은 연립주택을 적용합니다.","장기보험-물건,사물"
"##Question: 아파트의 가입업종 알려줘? ##Answer: 아파트란 주택 공간이 5개층이상인 건물로 건축물대장상 아파트로 표기 되며 아파트 단지내 상가를 제외한 구내의 부대시설 또는 복리시설까지 포함해서 적용합니다. 다만, 아파트의 부대시설 중 관리사무소, 주차장, 담장, 어린이놀이터, 경로당을 제외한 기타 복리시설은 일반물건 직업종별요율을 준용합니다.","장기보험-물건,사물"
"##Question: 주상복합건물의 특례 알려줘? ##Answer: [주상복한건물 특례]①주상복합건물(아파트)은 방화구획여부에 관계없이 주거용도 부분은 주택물건으로서 주택화재보험요율을 적용하고, 상업용도 부분은 일반물건으로서 일반물건요율을 적용합니다. ②주상복합아파트의 경우 아파트의 부대시설(관리사무소, 주차장, 담장, 어린이놀이터, 경로당)을 제외한 기타 복리시설은 해당하는 일반물건 직업종별요율을 준용합니다. ③주차장이 주거 및 상업용도 공동으로 사용되는 경우에는 일반물건으로 보아 일반물건 주차전용건물요율을 적용합니다.","장기보험-물건,사물"
"##Question: 도시형생활주택의 가입업종 알려줘? ##Answer: 도시형 생활주택의 정확한 화재요율은 없으므로 가입업종은 요율서상의 기준을 준용합니다.① 오피스텔 허가인 경우는 오피스텔을 적용 ② 도시형생활주택으로 허가 및 사용하는 층이 5개층 이상인 경우 아파트로 적용 ③ 4개층이하의 전체등기되는 건물의 경우 단독주택을 적용","장기보험-물건,사물"
"##Question: 휴게음식점의 가입업종 알려줘? ##Answer: 휴게음식점의 가입업종은 휴게음식점을 적용합니다.휴게음식점이라 함은 음식류를 조리·판매하는 곳으로서 음주행위가 허용되지 않는 것(다방, 제과점, 건강원, 방앗간, 떡집 등)을 말합니다. 다만, 편의점, 슈퍼마켓, 만화방, PC방 등 부수적으로 음식류를 판매하는 경우는 휴게음식점이 아닌 본래의 업종을 적용합니다.","장기보험-물건,사물"
"##Question: 일반음식점의 가입업종 알려줘? ##Answer: 일반음식점의 가입업종은 일반음식점을 적용합니다.일반음식점은 음식류를 조리·판매하는 곳으로서 식사와 함께 부수적으로 음주행위가 허용되는 것(대중음식점, 전문음식점, 간이주점 등)을 말합니다. 간이주점은 접객시설을 갖추고 대중에게 술과 이에 따른 요리를 판매하는 소주방, 호프집, 막걸리집, 토속주점 등으로서 단란주점, 일반 및 무도유흥주점이 아닌 것을 말합니다.","장기보험-물건,사물"
"##Question: 미용실의 가입업종 알려줘? ##Answer: 미용실 가입업종은 이용원, 미용원을 적용합니다.해당 요율은 이발소, 이용원, 미장원, 뷰티살롱, 화장술제공업, 손·발관리업 등에 적용합니다.단, 손발 이외의 전신관리를 하면 대중탕 업종을 적용합니다.","장기보험-물건,사물"
"##Question: 드라이클리닝을 포함하는 세탁소의 가입업종 알려줘? ##Answer: 드라이클리닝 포함 세탁소의 가입업종은 세탁소(드라이클리닝)를 적용합니다.드라이클리닝을 하지 않고 세탁물의 수집 및 드라이클리닝 없는 빨래방 등은 세탁소(기타) 업종을 선택하셔야 합니다. 찜질방 등의 세탁물을 대량으로 수거하여 산업및 상업사용자를 대상으로 산업 및 상업용 세탁물을 세탁하거나 타월, 냅킨, 식탁보, 가운, 기저귀 및 기타 린넨제품, 의복등을 반복적으로 세탁 공급하는 곳은 [세탁] 업종을 적용합니다.","장기보험-물건,사물"
"##Question: 드라이클리닝을 미포함하는 세탁소의 가입업종 알려줘? ##Answer: 드라이클리닝 미포함 세탁소의 가입업종은 세탁소(기타)를 적용합니다. 가정용 세탁업에만 적용합니다. 단, 드라이 클리닝을 하는 곳은 세탁소(드라이클리닝)을 적용합니다. 찜질방 등의 세탁물을 대량으로 수거하여 산업및 상업사용자를 대상으로 산업 및 상업용 세탁물을 세탁하거나 타월, 냅킨, 식탁보, 가운, 기저귀 및 기타 린넨제품, 의복등을 반복적으로 세탁 공급하는 곳은 [세탁] 업종을 적용합니다.","장기보험-물건,사물"
"##Question: 상업사용자의 세탁물을 세탁하는 곳 가입업종 알려줘? ##Answer: 상업사용자의 세탁물을 세탁하는 곳의 가입업종은 세탁을 적용합니다. 산업용 세탁업으로 공장물건 업종입니다. 찜질방 등의 세탁물을 대량으로 수거하여 산업 및 상업사용자를 대상으로 산업 및 상업용 세탁물을 세탁하거나 타월, 냅킨, 식탁보, 가운, 기저귀 및 기타 린넨제품, 의복 등을 반복적으로 세탁 공급하는 곳은 세탁 업종을 적용합니다.","장기보험-물건,사물"
"##Question: 동네 병원의 가입업종 알려줘? ##Answer: 동네 병원의 가입업종은 의원, 치과의원, 한의원, 침술원, 조산소, 보건소을 적용합니다.참고적으로 의료시설은 ‘의료법’ 제3조의2(병원등) 규정에 의한 병원이 해당되며 의원과 병원의 차이는 30개 이상의 병상(병원, 한방병원만 해당) 또는 요양병상(요양병원만 해당하며, 장기입원이 필요한 환자를 대상으로 의료행위를 하기 위하여 설치한 병상)을 갖추고 있으면 의료시설을 적용하고, 그 외에는 의원으로 적용합니다.","장기보험-물건,사물"
"##Question: 병원의 가입업종 알려줘? ##Answer: 병원의 가입업종은 종합병원, 한방병원, 정신병원, 격리병원에 적용하며 병원 구내 제반구내 시설 전부에 적용합니다. 단, 별동의 장례식장은 예식장 업종을 적용합니다.","장기보험-물건,사물"
